"PlayTime","LoadValue","PositionValue"
"s","N","mm"
0.0000000000,11.8333300000,0.0016212460
0.0200000000,10.1666700000,0.0019054410
0.0400000000,9.1666670000,0.0022296910
0.0600000000,9.8333330000,0.0025539400
0.0800000000,11.8333300000,0.0028781890
0.1000000000,11.8333300000,0.0032024380
0.1200000000,11.0000000000,0.0035266880
0.1400000000,10.6666700000,0.0038509370
0.1600000000,11.3333300000,0.0041770940
0.1800000000,13.6666700000,0.0045013430
0.2000000000,13.6666700000,0.0048656460
0.2200000000,12.8333300000,0.0051898960
0.2400000000,12.1666700000,0.0055561070
0.2600000000,11.6666700000,0.0058803560
0.2800000000,11.5000000000,0.0062446590
0.3000000000,11.5000000000,0.0065689090
0.3200000000,12.1666700000,0.0068931580
0.3400000000,13.0000000000,0.0072174070
0.3600000000,14.1666700000,0.0075416560
0.3800000000,15.8333300000,0.0078659060
0.4000000000,15.8333300000,0.0081501010
0.4200000000,14.1666700000,0.0085163120
0.4400000000,13.3333300000,0.0088405610
0.4600000000,13.3333300000,0.0091648100
0.4800000000,13.3333300000,0.0094890590
0.5000000000,12.5000000000,0.0098533630
0.5200000000,12.3333300000,0.0101776100
0.5400000000,12.5000000000,0.0105037700
0.5600000000,13.3333300000,0.0108680700
0.5800000000,15.3333300000,0.0111923200
0.6000000000,15.3333300000,0.0115165700
0.6200000000,15.3333300000,0.0118408200
0.6400000000,15.3333300000,0.0122070300
0.6600000000,15.5000000000,0.0125312800
0.6800000000,15.5000000000,0.0128555300
0.7000000000,15.1666700000,0.0131797800
0.7200000000,14.1666700000,0.0135040300
0.7400000000,13.6666700000,0.0138282800
0.7600000000,14.5000000000,0.0141525300
0.7800000000,16.3333300000,0.0145187400
0.8000000000,17.0000000000,0.0148429900
0.8200000000,17.1666700000,0.0151672400
0.8400000000,18.5000000000,0.0154914900
0.8600000000,19.6666700000,0.0158557900
0.8800000000,19.5000000000,0.0161800400
0.9000000000,17.6666700000,0.0165042900
0.9200000000,16.6666700000,0.0168705000
0.9400000000,16.5000000000,0.0171947500
0.9600000000,16.6666700000,0.0175190000
0.9800000000,17.3333300000,0.0178432500
1.0000000000,17.3333300000,0.0181675000
1.0200000000,17.5000000000,0.0184917400
1.0400000000,17.6666700000,0.0188159900
1.0600000000,17.5000000000,0.0191402400
1.0800000000,17.3333300000,0.0195064500
1.1000000000,17.3333300000,0.0198307000
1.1200000000,17.3333300000,0.0201549500
1.1400000000,17.0000000000,0.0204792000
1.1600000000,16.6666700000,0.0208435100
1.1800000000,17.0000000000,0.0211696600
1.2000000000,18.6666700000,0.0214939100
1.2200000000,21.1666700000,0.0218582200
1.2400000000,22.3333300000,0.0221824600
1.2600000000,22.5000000000,0.0225067100
1.2800000000,22.3333300000,0.0228729200
1.3000000000,22.0000000000,0.0231971700
1.3200000000,22.0000000000,0.0235214200
1.3400000000,23.0000000000,0.0238456700
1.3600000000,23.6666700000,0.0241699200
1.3800000000,23.8333300000,0.0244941700
1.4000000000,24.5000000000,0.0248584700
1.4200000000,25.3333300000,0.0251846300
