"PlayTime","LoadValue","PositionValue"
"s","N","mm"
0.0000000000,5.3333330000,0.0016212460
0.0200000000,5.8333330000,0.0019454960
0.0400000000,6.3333330000,0.0022697450
0.0600000000,6.5000000000,0.0025539400
0.0800000000,6.8333330000,0.0028781890
0.1000000000,6.8333330000,0.0032444000
0.1200000000,8.5000000000,0.0035686490
0.1400000000,10.3333300000,0.0038928990
0.1600000000,11.8333300000,0.0042171480
0.1800000000,14.3333300000,0.0045814510
0.2000000000,16.1666700000,0.0049057010
0.2200000000,17.0000000000,0.0052719120
0.2400000000,18.0000000000,0.0055961610
0.2600000000,19.8333300000,0.0059604640
0.2800000000,20.8333300000,0.0062847140
0.3000000000,20.8333300000,0.0066089630
0.3200000000,20.5000000000,0.0069332120
0.3400000000,19.6666700000,0.0072994230
0.3600000000,19.0000000000,0.0076236720
0.3800000000,19.0000000000,0.0079479220
0.4000000000,19.6666700000,0.0082721710
0.4200000000,21.3333300000,0.0086364750
0.4400000000,22.3333300000,0.0089626310
0.4600000000,23.3333300000,0.0092868800
0.4800000000,26.5000000000,0.0096511840
0.5000000000,29.1666700000,0.0099754330
0.5200000000,30.1666700000,0.0102996800
0.5400000000,31.5000000000,0.0106658900
0.5600000000,32.8333300000,0.0109901400
0.5800000000,33.1666700000,0.0113143900
0.6000000000,33.8333300000,0.0116386400
0.6200000000,35.8333300000,0.0120029400
0.6400000000,37.6666700000,0.0123271900
0.6600000000,38.3333300000,0.0126514400
0.6800000000,38.5000000000,0.0129776000
0.7000000000,38.5000000000,0.0133018500
0.7200000000,38.8333300000,0.0136261000
0.7400000000,39.5000000000,0.0139904000
0.7600000000,40.1666700000,0.0143146500
0.7800000000,40.8333300000,0.0146389000
0.8000000000,41.1666700000,0.0149631500
0.8200000000,43.1666700000,0.0153293600
0.8400000000,45.8333300000,0.0156536100
0.8600000000,47.6666700000,0.0159778600
0.8800000000,47.6666700000,0.0163421600
0.9000000000,47.6666700000,0.0166664100
0.9200000000,48.0000000000,0.0169925700
0.9400000000,48.6666700000,0.0173168200
0.9600000000,49.3333300000,0.0176410700
0.9800000000,50.1666700000,0.0180053700
1.0000000000,53.1666700000,0.0183296200
1.0200000000,55.3333300000,0.0186538700
1.0400000000,56.8333300000,0.0189781200
1.0600000000,57.6666700000,0.0193023700
1.0800000000,58.3333300000,0.0196685800
1.1000000000,58.6666700000,0.0199928300
1.1200000000,60.3333300000,0.0203170800
1.1400000000,61.8333300000,0.0206413300
1.1600000000,62.6666700000,0.0210075400
1.1800000000,63.0000000000,0.0213317900
1.2000000000,63.3333300000,0.0216560400
1.2200000000,64.3333400000,0.0220203400
1.2400000000,64.8333400000,0.0223445900
1.2600000000,65.1666600000,0.0226688400
1.2800000000,66.1666600000,0.0229930900
1.3000000000,69.3333400000,0.0233173400
1.3200000000,72.0000000000,0.0236835500
1.3400000000,73.1666600000,0.0240078000
1.3600000000,73.0000000000,0.0243320500
1.3800000000,72.8333400000,0.0246563000
1.4000000000,72.8333400000,0.0249805500
1.4200000000,75.6666600000,0.0253047900
1.4400000000,77.5000000000,0.0256710100
1.4600000000,78.3333400000,0.0259952500
1.4800000000,79.1666600000,0.0263195000
1.5000000000,79.1666600000,0.0266437500
1.5200000000,80.8333400000,0.0270080600
1.5400000000,81.8333400000,0.0273323100
1.5600000000,82.3333400000,0.0276584600
1.5800000000,83.0000000000,0.0279827100
1.6000000000,84.0000000000,0.0283069600
1.6200000000,85.8333400000,0.0286712600
1.6400000000,86.8333400000,0.0289955100
1.6600000000,87.3333400000,0.0293197600
1.6800000000,87.6666600000,0.0296440100
1.7000000000,88.1666600000,0.0299701700
1.7200000000,88.5000000000,0.0302944200
1.7400000000,88.6666600000,0.0306587200
1.7600000000,89.0000000000,0.0309829700
1.7800000000,89.6666600000,0.0313072200
1.8000000000,91.1666600000,0.0316314700
1.8200000000,93.3333400000,0.0319976800
1.8400000000,95.6666600000,0.0323219300
1.8600000000,97.1666600000,0.0326461800
1.8800000000,98.1666600000,0.0329704300
1.9000000000,98.8333400000,0.0333347300
1.9200000000,100.6667000000,0.0336589800
1.9400000000,102.6667000000,0.0339851400
1.9600000000,104.5000000000,0.0343093900
1.9800000000,106.1667000000,0.0346336400
2.0000000000,108.1667000000,0.0349578900
2.0200000000,108.8333000000,0.0353221900
2.0400000000,109.1667000000,0.0356464400
2.0600000000,109.3333000000,0.0359706900
2.0800000000,109.8333000000,0.0362949400
2.1000000000,111.1667000000,0.0366210900
2.1200000000,112.8333000000,0.0369453400
2.1400000000,113.3333000000,0.0373096500
2.1600000000,113.5000000000,0.0376339000
2.1800000000,114.0000000000,0.0379581500
2.2000000000,114.8333000000,0.0383243600
2.2200000000,116.8333000000,0.0386486100
2.2400000000,118.3333000000,0.0389728500
2.2600000000,119.6667000000,0.0392971000
2.2800000000,121.5000000000,0.0396213500
2.3000000000,124.8333000000,0.0399856600
2.3200000000,126.3333000000,0.0403099100
2.3400000000,127.0000000000,0.0406360600
2.3600000000,127.8333000000,0.0409603100
2.3800000000,129.8333000000,0.0412845600
2.4000000000,132.8333000000,0.0416088100
2.4200000000,132.8333000000,0.0419330600
2.4400000000,132.6667000000,0.0422973600
2.4600000000,132.6667000000,0.0426216100
2.4800000000,133.1667000000,0.0429477700
2.5000000000,135.3333000000,0.0433120700
2.5200000000,136.6667000000,0.0436363200
2.5400000000,137.6667000000,0.0439605700
2.5600000000,138.5000000000,0.0442848200
2.5800000000,140.5000000000,0.0446510300
2.6000000000,144.1667000000,0.0449752800
2.6200000000,145.1667000000,0.0452995300
2.6400000000,145.8333000000,0.0456237800
2.6600000000,147.8333000000,0.0459480300
2.6800000000,150.3333000000,0.0462722800
2.7000000000,150.3333000000,0.0466365800
2.7200000000,151.8333000000,0.0469608300
2.7400000000,152.0000000000,0.0472869900
2.7600000000,153.5000000000,0.0476112400
2.7800000000,156.5000000000,0.0479755400
2.8000000000,160.6667000000,0.0482997900
2.8200000000,160.6667000000,0.0486240400
2.8400000000,161.0000000000,0.0489902500
2.8600000000,161.1667000000,0.0493145000
2.8800000000,161.6667000000,0.0496387500
2.9000000000,163.3333000000,0.0499630000
2.9200000000,164.3333000000,0.0503273000
2.9400000000,165.5000000000,0.0506515500
2.9600000000,168.1667000000,0.0509758000
2.9800000000,171.0000000000,0.0513019600
3.0000000000,172.1667000000,0.0516262100
3.0200000000,172.5000000000,0.0519905100
3.0400000000,172.8333000000,0.0523147600
3.0600000000,173.5000000000,0.0526390100
3.0800000000,175.0000000000,0.0529632600
3.1000000000,176.6667000000,0.0533294700
3.1200000000,178.0000000000,0.0536537200
3.1400000000,180.6667000000,0.0539779700
3.1600000000,184.0000000000,0.0543422700
3.1800000000,186.8333000000,0.0546665200
3.2000000000,188.1667000000,0.0549907700
3.2200000000,188.6667000000,0.0553169300
3.2400000000,190.1667000000,0.0556812300
3.2600000000,191.8333000000,0.0560054800
3.2800000000,193.6667000000,0.0563297300
3.3000000000,195.6667000000,0.0566539800
3.3200000000,196.5000000000,0.0569782300
3.3400000000,196.8333000000,0.0573024700
3.3600000000,198.8333000000,0.0576686900
3.3800000000,201.3333000000,0.0579929400
3.4000000000,203.0000000000,0.0583171800
3.4200000000,203.5000000000,0.0586414300
3.4400000000,205.5000000000,0.0589656800
3.4600000000,207.5000000000,0.0593318900
3.4800000000,208.8333000000,0.0596561400
3.5000000000,209.6667000000,0.0599803900
3.5200000000,210.6667000000,0.0603447000
3.5400000000,211.8333000000,0.0606689500
3.5600000000,213.6667000000,0.0609931900
3.5800000000,215.8333000000,0.0613174400
3.6000000000,217.8333000000,0.0616836500
3.6200000000,219.1667000000,0.0620079000
3.6400000000,221.0000000000,0.0623321500
3.6600000000,223.6667000000,0.0626564000
3.6800000000,226.1667000000,0.0629806500
3.7000000000,227.3333000000,0.0633049000
3.7200000000,228.5000000000,0.0636291500
3.7400000000,229.3333000000,0.0639953600
3.7600000000,230.3333000000,0.0643196100
3.7800000000,231.6667000000,0.0646438600
3.8000000000,233.5000000000,0.0650081600
3.8200000000,234.5000000000,0.0653324100
3.8400000000,237.3333000000,0.0656566600
3.8600000000,239.6667000000,0.0659828200
3.8800000000,241.0000000000,0.0663471200
3.9000000000,242.0000000000,0.0666713700
3.9200000000,244.8333000000,0.0669956200
3.9400000000,250.5000000000,0.0673198700
3.9600000000,252.3333000000,0.0676441200
3.9800000000,253.0000000000,0.0679683700
4.0000000000,254.3333000000,0.0683345800
4.0200000000,254.5000000000,0.0686588300
4.0400000000,257.3333000000,0.0689830800
4.0600000000,259.1667000000,0.0693073300
4.0800000000,260.3333000000,0.0696315800
4.1000000000,262.0000000000,0.0699558300
4.1200000000,265.0000000000,0.0703220400
4.1400000000,267.3333000000,0.0706462900
4.1600000000,268.8333000000,0.0709705400
4.1800000000,270.3333000000,0.0713348400
4.2000000000,271.8333000000,0.0716590900
4.2200000000,273.5000000000,0.0719833400
4.2400000000,275.6667000000,0.0723094900
4.2600000000,277.8333000000,0.0726337400
4.2800000000,279.6667000000,0.0729980500
4.3000000000,280.8333000000,0.0733223000
4.3200000000,280.8333000000,0.0736465500
4.3400000000,280.8333000000,0.0739707900
4.3600000000,281.8333000000,0.0742950400
4.3800000000,284.3333000000,0.0746192900
4.4000000000,287.1667000000,0.0749855000
4.4200000000,288.0000000000,0.0753097500
4.4400000000,290.3333000000,0.0756340000
4.4600000000,293.6667000000,0.0759582500
4.4800000000,296.6667000000,0.0763244600
4.5000000000,299.3333000000,0.0766487100
4.5200000000,302.6667000000,0.0769729600
4.5400000000,304.5000000000,0.0773372700
4.5600000000,306.0000000000,0.0776615100
4.5800000000,308.1667000000,0.0779857600
4.6000000000,311.0000000000,0.0783100100
4.6200000000,313.6667000000,0.0786342600
4.6400000000,315.0000000000,0.0789604200
4.6600000000,317.3333000000,0.0792846700
4.6800000000,319.3333000000,0.0796489700
4.7000000000,320.5000000000,0.0799732200
4.7200000000,320.8333000000,0.0802974700
4.7400000000,323.3333000000,0.0806217200
4.7600000000,325.3333000000,0.0809459700
4.7800000000,327.5000000000,0.0812721300
4.8000000000,329.6667000000,0.0816364300
4.8200000000,331.6667000000,0.0819606800
4.8400000000,333.0000000000,0.0822849300
4.8600000000,335.3333000000,0.0826492300
4.8800000000,337.6667000000,0.0829753900
4.9000000000,339.3333000000,0.0832996400
4.9200000000,340.3333000000,0.0836238900
4.9400000000,342.0000000000,0.0839481400
4.9600000000,344.3333000000,0.0842723800
4.9800000000,346.6667000000,0.0846366900
5.0000000000,349.5000000000,0.0849609400
5.0200000000,353.0000000000,0.0852870900
