"PlayTime","LoadValue","PositionValue"
"s","N","mm"
0.0000000000,5.8333330000,0.0017032620
0.0200000000,6.0000000000,0.0020275120
0.0400000000,6.0000000000,0.0023517610
0.0600000000,6.6666670000,0.0026760100
0.0800000000,7.3333330000,0.0030002590
0.1000000000,7.5000000000,0.0033245090
0.1200000000,7.8333330000,0.0036487580
0.1400000000,10.1666700000,0.0040149690
0.1600000000,11.0000000000,0.0043392180
0.1800000000,10.5000000000,0.0046634670
0.2000000000,9.3333330000,0.0050277710
0.2200000000,9.3333330000,0.0053520200
0.2400000000,10.3333300000,0.0057182310
0.2600000000,10.6666700000,0.0060424800
0.2800000000,10.6666700000,0.0063667300
0.3000000000,10.6666700000,0.0066909790
0.3200000000,11.3333300000,0.0070552830
0.3400000000,12.6666700000,0.0073795320
0.3600000000,13.0000000000,0.0077037810
0.3800000000,12.5000000000,0.0080299380
0.4000000000,11.6666700000,0.0083541870
0.4200000000,11.6666700000,0.0087184910
0.4400000000,12.5000000000,0.0090427400
0.4600000000,12.6666700000,0.0093669890
0.4800000000,12.1666700000,0.0097332000
0.5000000000,11.1666700000,0.0100574500
0.5200000000,11.1666700000,0.0103817000
0.5400000000,12.0000000000,0.0107059500
0.5600000000,13.1666700000,0.0110702500
0.5800000000,13.8333300000,0.0113945000
0.6000000000,14.1666700000,0.0117187500
0.6200000000,15.0000000000,0.0120449100
0.6400000000,15.3333300000,0.0123691600
0.6600000000,15.3333300000,0.0126934100
0.6800000000,14.6666700000,0.0130577100
0.7000000000,13.5000000000,0.0133819600
0.7200000000,13.5000000000,0.0137062100
0.7400000000,15.1666700000,0.0140304600
0.7600000000,16.5000000000,0.0143547100
0.7800000000,17.5000000000,0.0147209200
0.8000000000,18.1666700000,0.0150451700
0.8200000000,18.6666700000,0.0153694200
0.8400000000,18.6666700000,0.0157337200
0.8600000000,17.8333300000,0.0160598800
0.8800000000,17.5000000000,0.0163841200
0.9000000000,17.6666700000,0.0167083700
0.9200000000,18.5000000000,0.0170326200
0.9400000000,18.5000000000,0.0173969300
0.9600000000,17.5000000000,0.0177211800
0.9800000000,16.5000000000,0.0180454300
1.0000000000,15.6666700000,0.0183696700
1.0200000000,14.1666700000,0.0186958300
1.0400000000,14.1666700000,0.0190200800
1.0600000000,15.1666700000,0.0193443300
1.0800000000,16.1666700000,0.0197086300
1.1000000000,17.3333300000,0.0200328800
1.1200000000,18.6666700000,0.0203571300
1.1400000000,20.5000000000,0.0207233400
1.1600000000,20.8333300000,0.0210475900
1.1800000000,20.6666700000,0.0213718400
1.2000000000,20.5000000000,0.0216960900
1.2200000000,20.6666700000,0.0220603900
1.2400000000,21.6666700000,0.0223846400
1.2600000000,22.1666700000,0.0227108000
1.2800000000,23.3333300000,0.0230350500
1.3000000000,24.6666700000,0.0233593000
1.3200000000,25.1666700000,0.0236835500
1.3400000000,25.1666700000,0.0240078000
1.3600000000,24.8333300000,0.0243320500
1.3800000000,24.6666700000,0.0246563000
1.4000000000,24.8333300000,0.0250225100
1.4200000000,25.3333300000,0.0253467600
1.4400000000,25.3333300000,0.0256710100
1.4600000000,25.1666700000,0.0259952500
1.4800000000,25.1666700000,0.0263595600
1.5000000000,25.3333300000,0.0266838100
1.5200000000,25.8333300000,0.0270080600
1.5400000000,25.8333300000,0.0273742700
1.5600000000,24.8333300000,0.0276985200
1.5800000000,24.3333300000,0.0280227700
1.6000000000,24.6666700000,0.0283470200
1.6200000000,25.8333300000,0.0286712600
1.6400000000,26.3333300000,0.0289955100
1.6600000000,26.5000000000,0.0293617200
1.6800000000,27.3333300000,0.0296859700
1.7000000000,29.0000000000,0.0300102200
1.7200000000,31.1666700000,0.0303344700
1.7400000000,31.1666700000,0.0306587200
1.7600000000,30.5000000000,0.0310230300
1.7800000000,30.3333300000,0.0313472700
1.8000000000,30.3333300000,0.0316734300
1.8200000000,30.3333300000,0.0320377300
1.8400000000,30.3333300000,0.0323619800
1.8600000000,30.1666700000,0.0326862300
1.8800000000,30.0000000000,0.0330505400
1.9000000000,30.1666700000,0.0333766900
1.9200000000,30.5000000000,0.0337009400
1.9400000000,31.0000000000,0.0340251900
1.9600000000,32.6666700000,0.0343895000
1.9800000000,34.1666700000,0.0347137500
2.0000000000,35.0000000000,0.0350379900
2.0200000000,35.0000000000,0.0353622400
2.0400000000,34.8333300000,0.0356884000
2.0600000000,34.8333300000,0.0360126500
2.0800000000,36.8333300000,0.0363769500
2.1000000000,38.5000000000,0.0367012000
2.1200000000,38.6666700000,0.0370254500
2.1400000000,39.0000000000,0.0373916600
2.1600000000,39.3333300000,0.0377159100
2.1800000000,39.3333300000,0.0380401600
2.2000000000,39.0000000000,0.0383644100
2.2200000000,38.3333300000,0.0387287100
2.2400000000,38.3333300000,0.0390529600
2.2600000000,38.5000000000,0.0393772100
2.2800000000,39.1666700000,0.0397033700
2.3000000000,40.1666700000,0.0400276200
2.3200000000,41.3333300000,0.0403919200
2.3400000000,41.3333300000,0.0407161700
