"PlayTime","LoadValue","PositionValue"
"s","N","mm"
0.0000000000,22.0000000000,0.0014991760
0.0200000000,25.8333300000,0.0017833710
0.0400000000,28.3333300000,0.0021076200
0.0600000000,29.5000000000,0.0024318700
0.0800000000,29.5000000000,0.0027160640
0.1000000000,29.5000000000,0.0030403140
0.1200000000,29.6666700000,0.0034065250
0.1400000000,29.6666700000,0.0037307740
0.1600000000,29.8333300000,0.0040550230
0.1800000000,30.1666700000,0.0043792720
0.2000000000,30.3333300000,0.0047035220
0.2200000000,30.8333300000,0.0050277710
0.2400000000,31.1666700000,0.0053920750
0.2600000000,31.5000000000,0.0057182310
0.2800000000,31.8333300000,0.0060825350
0.3000000000,32.5000000000,0.0064067840
0.3200000000,35.0000000000,0.0067710880
0.3400000000,36.3333300000,0.0070953370
0.3600000000,36.8333300000,0.0074214940
0.3800000000,36.6666700000,0.0077857970
0.4000000000,35.8333300000,0.0081100460
0.4200000000,35.8333300000,0.0084342960
0.4400000000,36.5000000000,0.0087585450
0.4600000000,37.6666700000,0.0090827940
0.4800000000,39.3333300000,0.0094070430
0.5000000000,41.8333300000,0.0097732540
0.5200000000,41.8333300000,0.0100975000
0.5400000000,41.8333300000,0.0104217500
0.5600000000,42.3333300000,0.0107460000
0.5800000000,43.1666700000,0.0110702500
0.6000000000,44.1666700000,0.0114364600
0.6200000000,45.0000000000,0.0117607100
0.6400000000,45.1666700000,0.0120849600
0.6600000000,45.1666700000,0.0124492600
0.6800000000,45.3333300000,0.0127735100
0.7000000000,45.3333300000,0.0130977600
0.7200000000,46.6666700000,0.0134220100
0.7400000000,48.3333300000,0.0137481700
0.7600000000,49.5000000000,0.0140724200
0.7800000000,50.0000000000,0.0143966700
0.8000000000,50.1666700000,0.0147609700
0.8200000000,50.8333300000,0.0150852200
0.8400000000,51.3333300000,0.0154094700
0.8600000000,52.1666700000,0.0157337200
0.8800000000,53.6666700000,0.0160579700
0.9000000000,56.3333300000,0.0163841200
0.9200000000,56.3333300000,0.0167484300
0.9400000000,56.5000000000,0.0170726800
0.9600000000,57.0000000000,0.0173969300
