"PlayTime","LoadValue","PositionValue"
"s","N","mm"
0.0000000000,9.3333330000,0.0018672940
0.0200000000,12.5000000000,0.0021915440
0.0400000000,12.5000000000,0.0025157930
0.0600000000,9.8333330000,0.0028400420
0.0800000000,8.3333330000,0.0031642910
0.1000000000,8.5000000000,0.0034885410
0.1200000000,9.0000000000,0.0038127900
0.1400000000,9.0000000000,0.0041370390
0.1600000000,8.5000000000,0.0045032500
0.1800000000,8.1666670000,0.0048274990
0.2000000000,9.0000000000,0.0051517490
0.2200000000,11.3333300000,0.0055160520
0.2400000000,11.8333300000,0.0058403020
0.2600000000,12.3333300000,0.0062065120
0.2800000000,13.0000000000,0.0065307620
0.3000000000,13.3333300000,0.0068950650
0.3200000000,13.3333300000,0.0072193150
0.3400000000,12.0000000000,0.0075435640
0.3600000000,11.1666700000,0.0079097750
0.3800000000,10.1666700000,0.0082340240
0.4000000000,9.3333330000,0.0085582730
0.4200000000,9.0000000000,0.0088825230
0.4400000000,7.1666670000,0.0092067720
0.4600000000,6.5000000000,0.0095310210
0.4800000000,6.3333330000,0.0098972320
0.5000000000,6.3333330000,0.0102214800
0.5200000000,6.3333330000,0.0105457300
0.5400000000,6.5000000000,0.0108699800
0.5600000000,7.6666670000,0.0112342800
0.5800000000,9.5000000000,0.0115585300
0.6000000000,11.6666700000,0.0118846900
0.6200000000,13.1666700000,0.0122489900
0.6400000000,13.1666700000,0.0125732400
0.6600000000,12.1666700000,0.0128974900
0.6800000000,11.8333300000,0.0132217400
0.7000000000,12.1666700000,0.0135879500
0.7200000000,12.8333300000,0.0139122000
0.7400000000,12.8333300000,0.0142364500
0.7600000000,11.8333300000,0.0145607000
0.7800000000,11.3333300000,0.0148849500
0.8000000000,11.1666700000,0.0152092000
0.8200000000,11.1666700000,0.0155334500
0.8400000000,10.5000000000,0.0158996600
0.8600000000,10.5000000000,0.0162239100
0.8800000000,11.0000000000,0.0165481600
0.9000000000,11.3333300000,0.0168724100
0.9200000000,11.3333300000,0.0172367100
0.9400000000,10.6666700000,0.0175609600
0.9600000000,10.5000000000,0.0178852100
0.9800000000,10.6666700000,0.0182113600
1.0000000000,10.8333300000,0.0185756700
1.0200000000,10.8333300000,0.0188999200
1.0400000000,10.3333300000,0.0192241700
1.0600000000,10.3333300000,0.0195484200
1.0800000000,11.3333300000,0.0198726700
1.1000000000,12.3333300000,0.0201969100
1.1200000000,12.8333300000,0.0205631300
1.1400000000,13.6666700000,0.0208873700
1.1600000000,15.8333300000,0.0212116200
1.1800000000,16.5000000000,0.0215358700
1.2000000000,15.6666700000,0.0218601200
1.2200000000,14.0000000000,0.0222263300
1.2400000000,14.0000000000,0.0225505800
1.2600000000,13.6666700000,0.0228748300
1.2800000000,13.1666700000,0.0232391400
1.3000000000,12.1666700000,0.0235633900
1.3200000000,10.8333300000,0.0238876300
1.3400000000,10.0000000000,0.0242118800
1.3600000000,10.0000000000,0.0245361300
1.3800000000,11.1666700000,0.0248622900
1.4000000000,12.3333300000,0.0252265900
1.4200000000,12.8333300000,0.0255508400
1.4400000000,12.8333300000,0.0258750900
1.4600000000,12.6666700000,0.0261993400
1.4800000000,12.0000000000,0.0265235900
1.5000000000,11.3333300000,0.0268478400
1.5200000000,11.3333300000,0.0271740000
1.5400000000,11.3333300000,0.0275383000
1.5600000000,12.8333300000,0.0278625500
1.5800000000,15.1666700000,0.0281868000
1.6000000000,16.5000000000,0.0285110500
1.6200000000,16.1666700000,0.0288772600
1.6400000000,14.1666700000,0.0292015100
1.6600000000,13.3333300000,0.0295257600
1.6800000000,13.0000000000,0.0298500100
1.7000000000,13.0000000000,0.0302143100
1.7200000000,13.1666700000,0.0305385600
1.7400000000,13.5000000000,0.0308628100
1.7600000000,13.5000000000,0.0311889600
1.7800000000,13.6666700000,0.0315132100
1.8000000000,13.6666700000,0.0318374600
1.8200000000,13.1666700000,0.0321617100
1.8400000000,11.0000000000,0.0325260200
1.8600000000,11.0000000000,0.0328502700
1.8800000000,11.5000000000,0.0331745100
1.9000000000,12.0000000000,0.0334987600
1.9200000000,12.8333300000,0.0338649700
1.9400000000,15.0000000000,0.0341892200
1.9600000000,15.6666700000,0.0345134700
1.9800000000,15.8333300000,0.0348777800
2.0000000000,15.8333300000,0.0352020300
2.0200000000,16.0000000000,0.0355281800
2.0400000000,16.6666700000,0.0358524300
